gene_ID	counts	Control1	Control2	Control3
7745	TIRAP	68	24	65
84460	TISP43	0	0	0
153527	TJAP1	78	51	120
64393	TJP1	335	331	530
79698	TJP2	428	395	726
55954	TJP3	43	46	64
57178	TK1	478	448	688
283050	TK2	167	127	217
83637	TKFC	142	176	240
10269	TKT	1359	1309	1691
79830	TKTL1	0	0	0
7750	TKTL2	0	0	0
9203	TLCD1	112	98	150
9202	TLCD2	194	203	328
9205	TLDC1	54	49	78
9204	TLDC2	25	15	32
51364	TLE1	80	72	114
10771	TLE2	40	36	64
84217	TLE3	898	854	1346
84225	TLE4	70	42	90
116225	TLE6	13	8	21
23613	TLK1	213	205	314
7556	TLK2	142	152	280
163227	TLL1	4	2	8
94039	TLL2	0	0	0
64397	TLN1	498	492	688
51427	TLN2	6	1	7
7771	TLR1	0	0	0
163071	TLR10	0	0	0
51351	TLR2	0	0	0
7559	TLR3	2	2	3
7675	TLR4	0	0	0
7678	TLR5	0	0	0
7690	TLR6	6	5	8
7691	TLR7	0	0	0
7692	TLR8	0	0	0
7693	TLR8-AS1	0	0	0
7694	TLR9	0	0	0
7695	TLX1	16	6	13
7696	TLX1NB	2	0	4
7697	TLX2	18	11	36
7561	TLX3	0	0	0
7699	TM2D1	330	231	477
7700	TM2D2	112	91	188
7701	TM2D3	136	101	343
7702	TM4SF1	4	4	7
7705	TM4SF1-AS1	0	0	0
7707	TM4SF18	0	1	0
7710	TM4SF19	0	0	0
7711	TM4SF19-AS1	0	0	0
7712	TM4SF19-TCTEX1D2	0	0	0
7564	TM4SF20	6	3	4
90338	TM4SF4	0	0	0
7718	TM4SF5	1	4	3
169841	TM6SF1	11	12	18
7565	TM6SF2	6	4	6
7727	TM7SF2	229	253	396
7728	TM7SF3	808	543	1400
7730	TM9SF1	178	88	232
7566	TM9SF2	1086	597	1542
7733	TM9SF3	2063	1603	3134
339318	TM9SF4	107	95	188
7569	TMA16	492	442	925
7738	TMA7	1623	1628	2686
7739	TMBIM1	459	454	894
7743	TMBIM4	616	508	1011
7567	TMBIM6	5817	4413	8344
7748	TMBIM7P	0	0	1
10168	TMC1	4	2	9
100874094	TMC2	4	0	1
7549	TMC3	0	1	1
7568	TMC3-AS1	0	0	0
7752	TMC4	60	62	96
7753	TMC5	28	31	49
7754	TMC6	12	7	8
7755	TMC7	67	36	79
81854	TMC8	0	0	0
7756	TMCC1	117	76	142
7757	TMCC1-AS1	2	1	3
10520	TMCC2	36	32	63
7988	TMCC3	268	270	448
7760	TMCO1	1386	1080	2342
100507458	TMCO2	0	0	0
7761	TMCO3	171	162	281
7762	TMCO4	42	42	68
7764	TMCO5A	0	0	0
51222	TMCO5B	0	0	0
7570	TMCO6	6	4	10
7638	TMED1	188	159	215
7673	TMED10	1136	892	1628
7766	TMED10P1	75	66	118
7767	TMED11P	0	0	0
7768	TMED2	1487	1146	1970
7769	TMED3	358	320	594
7770	TMED4	642	522	1039
7772	TMED5	332	267	504
7571	TMED6	38	33	62
7773	TMED7	229	109	300
7775	TMED7-TICAM2	0	0	0
353355	TMED8	394	299	555
10780	TMED9	2038	1751	3056
9310	TMEFF1	0	0	0
7776	TMEFF2	240	212	416
8187	TMEM100	0	0	0
7572	TMEM101	225	180	283
57209	TMEM102	13	7	10
219749	TMEM104	48	24	48
58500	TMEM105	0	0	1
90987	TMEM106A	1	4	5
286101	TMEM106B	273	184	381
286103	TMEM106C	1809	1342	2620
56242	TMEM107	599	515	918
9534	TMEM108	15	13	19
10172	TMEM108-AS1	1	1	2
113835	TMEM109	391	348	700
7574	TMEM11	283	249	366
339324	TMEM110	102	64	191
10127	TMEM110-MUSTN1	0	0	0
9422	TMEM114	0	0	0
10781	TMEM115	85	58	122
10308	TMEM116	53	55	78
10795	TMEM117	38	28	61
10778	TMEM119	0	0	0
10793	TMEM120A	475	344	558
10782	TMEM120B	124	86	152
10838	TMEM121	64	33	53
92822	TMEM123	210	159	337
11179	TMEM125	293	299	403
7576	TMEM126A	108	83	184
129025	TMEM126B	269	267	522
140883	TMEM127	153	116	167
55609	TMEM128	51	28	97
54816	TMEM129	299	242	519
23528	TMEM130	0	0	0
8427	TMEM131	245	205	418
284349	TMEM132A	8	5	16
342909	TMEM132B	0	2	1
26974	TMEM132C	0	0	0
57335	TMEM132D	0	0	0
729288	TMEM132D-AS1	131	95	161
57336	TMEM132D-AS2	0	0	0
23036	TMEM132E	0	0	0
150142	TMEM133	3	0	7
162979	TMEM134	634	475	823
7551	TMEM135	85	73	143
90075	TMEM136	11	6	21
102723513	TMEM138	49	29	96
91975	TMEM139	1	3	5
134466	TMEM140	3	4	5
55900	TMEM141	1449	1278	1688
57343	TMEM143	38	30	47
282890	TMEM144	97	60	139
100131017	TMEM145	70	45	103
57693	TMEM147	927	840	1131
24149	TMEM147-AS1	12	6	18
57567	TMEM14A	271	147	430
7580	TMEM14B	277	171	471
414197	TMEM14C	374	302	823
414208	TMEM14EP	11	6	16
414201	TMEM150A	24	14	39
162967	TMEM150B	0	0	0
399669	TMEM150C	1	3	4
79692	TMEM151A	15	8	17
25799	TMEM151B	0	1	0
388569	TMEM154	0	2	0
284695	TMEM155	1	0	0
79673	TMEM156	1	0	0
27309	TMEM158	27	26	35
55422	TMEM159	49	26	53
84449	TMEM160	161	150	198
55713	TMEM161A	393	293	367
63925	TMEM161B	255	236	447
26152	TMEM161B-AS1	98	100	199
102724826	TMEM163	4	2	4
7581	TMEM164	144	109	201
7582	TMEM165	305	280	457
100419868	TMEM167A	470	353	735
80778	TMEM167B	139	105	194
84905	TMEM168	152	94	215
101929746	TMEM169	11	13	12
79175	TMEM17	27	6	18
25850	TMEM170A	75	49	134
23567	TMEM170B	52	42	70
84671	TMEM171	2	3	5
7584	TMEM173	0	0	0
59348	TMEM174	0	0	0
101669766	TMEM175	107	97	106
6940	TMEM176A	0	0	0
117608	TMEM176B	0	0	0
30832	TMEM177	56	45	73
140467	TMEM178A	0	0	1
149076	TMEM178B	236	205	357
22891	TMEM179	265	209	284
167465	TMEM179B	410	377	581
195828	TMEM18	351	248	501
7587	TMEM181	211	159	257
100129482	TMEM182	9	10	19
84911	TMEM183A	499	479	800
163087	TMEM183B	22	18	31
171017	TMEM184A	90	76	124
25946	TMEM184B	157	169	306
151126	TMEM184C	52	38	100
201181	TMEM185A	4	6	6
79750	TMEM185B	26	22	46
100874216	TMEM186	175	157	321
100874221	TMEM187	62	51	94
346157	TMEM189	64	93	202
84124	TMEM189-UBE2V1	0	0	0
55893	TMEM19	258	239	451
252884	TMEM190	1	0	0
84307	TMEM191A	67	59	69
57541	TMEM191B	2	0	4
342908	TMEM191C	2	1	6
55628	TMEM192	323	255	560
79797	TMEM196	0	0	0
7592	TMEM198	93	78	130
57862	TMEM198B	3	1	6
84330	TMEM199	188	170	279
55786	TMEM2	161	180	439
55659	TMEM200A	0	0	0
147687	TMEM200B	0	0	0
147686	TMEM200C	0	0	0
79744	TMEM201	97	64	111
147923	TMEM202	0	0	0
23090	TMEM202-AS1	0	0	0
155054	TMEM203	162	157	261
79088	TMEM204	1	0	0
126299	TMEM205	917	819	1329
353088	TMEM206	27	25	37
7594	TMEM207	0	0	0
80264	TMEM208	418	356	628
170959	TMEM209	252	235	300
9668	TMEM210	7	3	6
163059	TMEM211	0	0	0
80818	TMEM212	0	0	0
148898	TMEM212-AS1	0	0	0
220929	TMEM213	0	4	0
90594	TMEM214	95	85	127
51710	TMEM215	0	0	0
126070	TMEM216	39	14	43
126068	TMEM217	1	1	3
79973	TMEM218	70	66	126
10224	TMEM219	239	167	390
55311	TMEM220	2	4	7
353274	TMEM220-AS1	0	0	0
55663	TMEM221	4	3	2
203523	TMEM222	47	37	56
7596	TMEM223	187	201	300
26036	TMEM225	0	0	0
285676	TMEM225B	0	0	0
10794	TMEM229A	6	0	5
92283	TMEM229B	4	1	6
58499	TMEM230	195	135	366
168544	TMEM231	49	39	86
90333	TMEM232	0	5	4
84627	TMEM233	0	0	0
388566	TMEM234	15	18	14
57573	TMEM235	0	0	0
25888	TMEM236	0	0	0
133923	TMEM237	283	199	347
90827	TMEM238	204	248	281
197407	TMEM239	0	0	0
147657	TMEM240	0	3	1
158399	TMEM241	24	16	31
83744	TMEM242	66	42	112
220992	TMEM243	6	2	8
90649	TMEM244	0	0	0
642819	TMEM245	468	402	680
118738	TMEM246	1	2	2
57474	TMEM246-AS1	0	0	0
126069	TMEM247	0	0	0
57615	TMEM248	433	379	818
284443	TMEM249	4	2	5
84838	TMEM25	126	89	179
162968	TMEM250	573	507	665
26048	TMEM251	68	39	165
115560	TMEM252	0	0	0
91392	TMEM253	18	8	13
84858	TMEM254	135	79	142
253264	TMEM254-AS1	5	1	19
100131213	TMEM255A	0	0	1
440515	TMEM255B	0	0	0
22847	TMEM256	615	363	833
22869	TMEM256-PLSCR3	0	0	0
118472	TMEM257	0	0	2
84450	TMEM258	989	979	1487
57473	TMEM259	134	106	199
130557	TMEM26	0	0	0
84874	TMEM26-AS1	0	0	0
9658	TMEM260	91	73	170
340385	TMEM261	348	329	518
9849	TMEM262	0	0	0
85460	TMEM263	291	236	376
162655	TMEM265	74	68	86
25925	TMEM266	0	0	1
147807	TMEM267	95	66	165
170958	TMEM268	80	89	134
116115	TMEM269	0	0	0
84503	TMEM27	3	2	1
84436	TMEM30A	778	501	1323
102724105	TMEM30B	77	74	127
57711	TMEM30CP	0	0	0
101927599	TMEM31	0	0	1
348327	TMEM33	459	342	799
55205	TMEM35A	0	0	0
147658	TMEM35B	50	39	103
9745	TMEM37	9	5	8
163255	TMEM38A	0	0	1
84215	TMEM38B	283	175	432
147947	TMEM39A	60	72	126
125919	TMEM39B	64	54	126
27300	TMEM40	0	0	0
339327	TMEM41A	96	97	187
284306	TMEM41B	279	172	468
147694	TMEM42	5	2	11
256051	TMEM43	292	194	409
162972	TMEM44	4	3	3
90233	TMEM44-AS1	15	8	14
79818	TMEM45A	6	9	13
115196	TMEM45B	216	174	362
148254	TMEM47	51	29	66
80032	TMEM5	233	184	327
79230	TMEM5-AS1	0	0	0
148156	TMEM50A	422	240	723
84527	TMEM50B	205	167	328
100529215	TMEM51	59	28	63
147741	TMEM51-AS1	0	0	0
93134	TMEM52	6	11	8
284385	TMEM52B	0	0	0
54811	TMEM53	37	39	76
147837	TMEM54	112	92	255
163050	TMEM55A	46	29	69
147929	TMEM55B	475	307	539
84924	TMEM56	113	97	155
163081	TMEM56-RWDD3	1	0	3
374900	TMEM57	151	119	241
148266	TMEM59	468	361	1088
126295	TMEM59L	3	3	5
148268	TMEM60	168	154	259
51276	TMEM61	1	3	12
100507433	TMEM62	119	72	183
137209	TMEM63A	54	35	73
126231	TMEM63B	413	182	414
64763	TMEM63C	16	11	24
284346	TMEM64	132	60	175
79177	TMEM65	127	85	231
84765	TMEM67	10	12	27
147660	TMEM68	82	49	126
163033	TMEM69	47	37	78
51157	TMEM70	140	121	271
51545	TMEM71	0	0	0
147948	TMEM72	0	0	0
147949	TMEM72-AS1	0	0	0
201514	TMEM74	7	4	5
199704	TMEM74B	23	19	21
92285	TMEM75	0	1	2
54807	TMEM79	110	109	207
84914	TMEM80	61	40	76
100293516	TMEM81	26	23	24
51385	TMEM82	0	0	0
9640	TMEM86A	5	7	26
51042	TMEM86B	26	14	27
84622	TMEM87A	1093	659	1702
152687	TMEM87B	570	383	743
169270	TMEM88	26	16	21
146434	TMEM88B	0	0	0
90850	TMEM89	1	1	2
148103	TMEM8A	236	180	370
162966	TMEM8B	55	60	82
100289635	TMEM8C	0	0	0
80095	TMEM9	579	441	756
84775	TMEM91	6	11	4
57507	TMEM92	15	11	14
23060	TMEM92-AS1	1	0	0
162963	TMEM94	54	50	91
81856	TMEM95	0	0	0
79898	TMEM97	253	254	341
80110	TMEM98	86	77	121
284370	TMEM99	7	14	8
90317	TMEM9B	784	541	1012
114991	TMEM9B-AS1	1	3	2
285267	TMF1	484	457	929
253639	TMIE	0	0	1
285268	TMIGD1	1	0	0
90441	TMIGD2	0	0	0
9831	TMIGD3	0	0	0
57547	TMLHE	2	1	11
90589	TMLHE-AS1	0	0	0
100529855	TMOD1	2	5	6
199777	TMOD2	132	79	151
199692	TMOD3	494	443	709
89887	TMOD4	0	0	0
23361	TMPO	1907	1456	3294
57232	TMPO-AS1	13	24	40
100874120	TMPPE	20	12	28
27332	TMPRSS11A	0	1	0
51193	TMPRSS11B	0	0	0
121274	TMPRSS11BNL	0	0	0
84146	TMPRSS11D	0	0	0
9726	TMPRSS11E	0	0	0
127665	TMPRSS11F	0	0	0
65251	TMPRSS11GP	0	0	0
101928571	TMPRSS12	0	0	0
22834	TMPRSS13	0	1	0
115950	TMPRSS15	0	0	0
55279	TMPRSS2	68	78	120
79027	TMPRSS3	0	0	0
26149	TMPRSS4	0	3	2
401509	TMPRSS4-AS1	0	0	0
285349	TMPRSS5	2	0	1
389114	TMPRSS6	0	0	0
100130934	TMPRSS7	1	0	0
144348	TMPRSS9	1	1	3
79788	TMSB10	8155	6353	10825
63934	TMSB15A	40	32	61
100128252	TMSB15B	0	0	0
79759	TMSB4X	1	1	2
79862	TMSB4Y	7	10	21
93474	TMTC1	1313	958	2156
100533111	TMTC2	60	46	150
79891	TMTC3	287	166	445
79894	TMTC4	247	169	321
641339	TMUB1	557	447	585
401588	TMUB2	160	139	232
171392	TMX1	192	172	385
163223	TMX2	306	244	426
342926	TMX2-CTNND1	0	0	0
339500	TMX3	275	197	402
168417	TMX4	403	402	735
340252	TNC	1	0	3
148213	TNF	2	0	1
91120	TNFAIP1	68	57	92
257101	TNFAIP2	18	11	37
127396	TNFAIP3	2	5	1
57592	TNFAIP6	0	0	0
146542	TNFAIP8	36	33	61
115509	TNFAIP8L1	53	45	67
7620	TNFAIP8L2	0	0	1
51058	TNFAIP8L2-SCNM1	0	0	0
55657	TNFAIP8L3	1	0	1
57116	TNFRSF10A	31	23	41
79943	TNFRSF10B	154	108	284
90874	TNFRSF10C	0	0	0
374879	TNFRSF10D	65	65	87
7553	TNFRSF11A	3	0	3
7621	TNFRSF11B	15	21	33
90592	TNFRSF12A	346	197	488
55762	TNFRSF13B	0	0	1
79986	TNFRSF13C	4	4	3
80139	TNFRSF14	8	10	11
619279	TNFRSF17	0	0	0
440077	TNFRSF18	8	5	18
100132396	TNFRSF19	0	0	3
728957	TNFRSF1A	338	269	652
100131980	TNFRSF1B	0	1	4
51123	TNFRSF21	97	90	139
286075	TNFRSF25	37	32	36
7562	TNFRSF4	0	0	0
163051	TNFRSF6B	1	0	0
58491	TNFRSF8	0	0	0
374655	TNFRSF9	1	0	0
109729181	TNFSF10	1	0	2
7552	TNFSF11	0	0	0
349075	TNFSF12	0	1	5
148206	TNFSF12-TNFSF13	0	0	0
441234	TNFSF13	8	9	8
100131827	TNFSF13B	2	1	3
255403	TNFSF14	0	0	0
170960	TNFSF15	40	25	63
646864	TNFSF18	0	0	0
440519	TNFSF4	2	1	2
730087	TNFSF8	0	0	0
442319	TNFSF9	16	13	36
388523	TNIK	90	68	116
100287226	TNIP1	166	153	259
100129543	TNIP2	100	101	132
654254	TNIP3	0	0	0
643955	TNK1	24	29	26
730291	TNK2	45	33	54
728927	TNK2-AS1	3	2	0
100129842	TNKS	272	265	439
148203	TNKS1BP1	140	106	180
7625	TNKS2	220	184	319
283337	TNKS2-AS1	3	2	8
155061	TNMD	0	0	0
65988	TNN	0	0	1
388567	TNNC1	0	0	1
79755	TNNC2	2	0	2
7627	TNNI1	9	4	10
7626	TNNI2	0	0	0
7629	TNNI3	134	144	221
388561	TNNI3K	0	0	0
284390	TNNT1	601	500	825
92595	TNNT2	2	0	0
91661	TNNT3	0	0	0
90321	TNP1	0	0	0
79970	TNP2	0	0	0
79724	TNPO1	1596	1414	2043
58492	TNPO2	703	558	701
54989	TNPO3	1098	976	1594
51333	TNR	0	0	0
400720	TNRC18	332	255	459
374928	TNRC18P1	6	1	9
342132	TNRC6A	524	443	801
285971	TNRC6B	1017	880	1463
284309	TNRC6C	194	116	295
27153	TNRC6C-AS1	0	0	0
197320	TNS1	0	2	1
284323	TNS2	49	44	55
163131	TNS3	95	88	118
163115	TNS4	22	27	23
158431	TNXA	0	0	0
100289678	TNXB	1	0	1
147808	TOB1	1290	1015	2037
146540	TOB1-AS1	6	9	23
136051	TOB2	243	237	464
126208	TOB2P1	12	28	20
285989	TOE1	78	59	104
7633	TOGARAM1	86	83	150
388536	TOGARAM2	0	0	1
284408	TOLLIP	209	169	303
163049	TOLLIP-AS1	11	10	20
126375	TOM1	52	46	75
390927	TOM1L1	53	34	86
101927720	TOM1L2	135	149	274
90576	TOMM20	517	402	818
7554	TOMM20L	4	2	3
108903150	TOMM22	816	547	1194
7634	TOMM34	222	208	355
168850	TOMM40	245	207	471
91752	TOMM40L	163	158	306
219578	TOMM5	648	575	1234
390980	TOMM6	1852	1493	2328
388558	TOMM7	1791	1791	3566
347344	TOMM70	592	512	1065
126017	TONSL	66	49	91
730051	TONSL-AS1	5	2	4
401303	TOP1	688	703	1429
125893	TOP1MT	75	72	93
100529240	TOP1P1	3	5	7
390963	TOP1P2	1	0	2
55565	TOP2A	6103	5542	8668
55552	TOP2B	779	623	1232
664701	TOP3A	263	201	349
152485	TOP3B	7	4	8
374899	TOPAZ1	0	0	0
55769	TOPBP1	456	403	776
91603	TOPORS	417	450	757
128611	TOR1A	105	101	205
401898	TOR1AIP1	147	123	226
90485	TOR1AIP2	866	721	1156
162962	TOR1B	85	69	91
116412	TOR2A	10	5	5
55778	TOR3A	369	273	368
7637	TOR4A	95	77	107
284371	TOX	23	14	29
283933	TOX2	19	18	26
284391	TOX3	1116	1039	1919
91664	TOX4	232	189	330
162993	TP53	18	17	25
401983	TP53AIP1	0	0	0
7639	TP53BP1	450	422	746
342892	TP53BP2	127	113	160
285346	TP53I11	36	39	73
54753	TP53I13	344	229	352
344787	TP53I3	4	0	1
643641	TP53INP1	132	102	172
100507290	TP53INP2	145	127	247
642280	TP53RK	105	102	203
729747	TP53TG1	266	208	435
345462	TP53TG3	0	0	0
400713	TP53TG3B	0	0	0
169834	TP53TG3C	0	0	0
388559	TP53TG3D	3	0	0
645700	TP53TG3E	0	0	0
101060200	TP53TG3F	0	0	0
7643	TP53TG3HP	0	0	0
7644	TP53TG5	0	0	1
168374	TP63	1	0	1
81931	TP73	3	2	12
148198	TP73-AS1	88	65	159
7652	TPBG	67	60	150
57169	TPBGL	12	9	7
10467	TPCN1	236	182	314
741	TPCN2	69	56	93
9326	TPD52	1059	950	1773
54680	TPD52L1	142	122	266
84937	TPD52L2	366	371	586
223082	TPD52L3	0	0	0
441208	TPGS1	4	7	4
100271874	TPGS2	364	353	492
84133	TPH1	3	1	0
100874123	TPH2	0	0	0
148066	TPI1	2050	1987	3112
22917	TPI1P2	3	4	10
7783	TPI1P3	1	1	1
7784	TPK1	9	17	19
57829	TPM1	1213	1360	2012
11055	TPM2	3	0	0
124626	TPM3	1401	1367	2132
131368	TPM3P9	72	64	111
8882	TPM4	502	462	666
54764	TPMT	92	90	152
9406	TPO	0	0	0
100132618	TPP1	237	258	411
84083	TPP2	349	345	594
8233	TPPP	43	42	50
284312	TPPP2	0	0	0
84891	TPPP3	157	204	285
9753	TPR	1901	1846	3105
221584	TPRA1	76	64	74
80345	TPRG1	1	0	1
100129195	TPRG1-AS1	1	3	0
65982	TPRG1-AS2	0	0	0
54993	TPRG1L	526	437	723
7579	TPRKB	214	146	330
7589	TPRN	110	86	115
342945	TPRX1	0	0	0
222696	TPRXL	0	0	0
221785	TPSAB1	0	0	0
7741	TPSB2	0	0	0
146050	TPSD1	0	0	0
100101467	TPSG1	0	0	0
64288	TPST1	66	53	107
54925	TPST2	6	2	3
201516	TPT1	3020	2696	5370
79149	TPT1-AS1	7	8	10
342933	TPTE	66	21	57
7746	TPTE2	0	2	3
90204	TPTE2P1	0	0	0
151112	TPTE2P3	5	0	2
140831	TPTE2P5	6	4	2
65249	TPTE2P6	0	0	0
57643	TPTEP1	4	8	17
57688	TPX2	1036	1083	1388
125150	TRA2A	690	566	1072
23053	TRA2B	568	417	1042
100507331	TRABD	342	255	443
9183	TRABD2A	6	3	0
55055	TRABD2B	0	0	0
11130	TRADD	38	37	79
7789	TRAF1	7	8	6
158586	TRAF2	91	95	137
79364	TRAF3	59	54	120
440590	TRAF3IP1	210	190	315
79699	TRAF3IP2	46	46	67
7791	TRAF3IP2-AS1	34	22	64
23140	TRAF3IP3	0	0	1
26009	TRAF4	435	287	609
	TRAF5	9	10	26
	TRAF6	67	38	82
	TRAF7	83	59	100
	TRAFD1	205	152	258
	TRAIP	99	58	115
	TRAK1	111	94	173
	TRAK2	281	182	424
	TRAM1	305	217	525
	TRAM1L1	32	27	55
	TRAM2	120	63	194
	TRAM2-AS1	52	38	79
	TRANK1	68	64	111
	TRAP1	240	265	448
	TRAPPC1	174	198	217
	TRAPPC10	81	67	91
	TRAPPC11	113	90	178
	TRAPPC12	73	55	89
	TRAPPC13	71	46	80
	TRAPPC2	57	47	73
	TRAPPC2B	22	16	34
	TRAPPC2L	526	419	619
	TRAPPC3	397	418	547
	TRAPPC3L	0	0	0
	TRAPPC4	383	411	729
	TRAPPC5	238	182	311
	TRAPPC6A	423	442	585
	TRAPPC6B	249	165	334
	TRAPPC8	138	104	220
	TRAPPC9	158	164	208
	TRAT1	0	0	0
	TRDMT1	70	47	70
	TRDN	0	0	3
	TREH	3	3	0
	TREM1	0	0	0
	TREM2	0	0	0
	TREML1	0	0	0
	TREML2	0	0	0
	TREML3P	0	0	0
	TREML4	0	0	0
	TREML5P	0	0	0
	TRERF1	1	4	4
	TRERNA1	0	0	0
	TREX1	58	67	84
	TREX2	0	0	0
	TRG-AS1	2	1	3
	TRH	0	0	0
	TRHDE	10	4	7
	TRHDE-AS1	11	8	14
	TRHR	0	0	1
	TRIAP1	886	858	1207
	TRIB1	166	148	257
	TRIB2	0	0	2
	TRIB3	510	454	838
	TRIL	0	0	1
	TRIM10	0	0	0
	TRIM11	1597	1751	2273
	TRIM13	253	175	333
	TRIM14	214	237	322
	TRIM15	0	0	1
	TRIM16	9	6	10
	TRIM16L	5	7	9
	TRIM17	0	0	0
	TRIM2	15	3	15
	TRIM21	7	17	14
	TRIM22	1	1	0
	TRIM23	123	102	168
	TRIM24	491	453	745
	TRIM25	248	251	449
	TRIM26	121	118	191
	TRIM27	425	389	578
	TRIM28	395	273	492
	TRIM29	6	6	6
	TRIM3	39	40	43
	TRIM31	9	2	1
	TRIM31-AS1	0	0	0
	TRIM32	76	43	92
	TRIM33	389	299	658
	TRIM34	2	1	0
	TRIM35	264	183	401
	TRIM36	687	504	891
	TRIM37	562	447	810
	TRIM38	184	180	305
	TRIM39	31	20	44
	TRIM39-RPP21	0	0	0
	TRIM4	170	116	273
	TRIM40	0	0	0
	TRIM41	170	126	215
	TRIM42	0	0	0
	TRIM43	0	0	0
	TRIM43B	0	0	0
	TRIM44	319	296	475
	TRIM45	45	24	66
	TRIM46	1	1	2
	TRIM47	112	94	140
	TRIM48	0	0	0
	TRIM49	0	1	0
	TRIM49B	0	0	0
	TRIM49C	0	0	0
	TRIM49D1	0	0	0
	TRIM49D2	0	0	0
	TRIM5	50	31	79
	TRIM50	0	0	0
	TRIM51	0	0	0
	TRIM51HP	0	0	0
	TRIM52	89	98	153
	TRIM52-AS1	88	67	127
	TRIM53AP	0	0	0
	TRIM54	0	0	0
	TRIM55	0	0	1
	TRIM56	462	390	583
	TRIM58	0	0	0
	TRIM59	271	215	504
	TRIM6	0	1	0
	TRIM6-TRIM34	0	0	0
	TRIM60	0	0	0
	TRIM61	0	0	0
	TRIM62	9	9	11
	TRIM63	0	1	1
	TRIM64	0	0	0
	TRIM64B	0	0	0
	TRIM64C	0	0	0
	TRIM65	88	81	161
	TRIM66	47	27	55
	TRIM67	0	0	3
	TRIM68	58	41	79
	TRIM69	0	0	0
	TRIM7	78	76	140
	TRIM71	0	0	0
	TRIM72	0	0	0
	TRIM73	0	0	0
	TRIM74	0	0	0
	TRIM77	0	0	2
	TRIM8	68	71	126
	TRIM9	32	28	51
	TRIML1	0	0	0
	TRIML2	0	0	0
	TRIO	166	110	169
	TRIOBP	219	175	346
	TRIP10	32	25	44
	TRIP11	414	336	694
	TRIP12	901	770	1134
	TRIP13	215	144	283
	TRIP4	190	115	233
	TRIP6	32	21	49
	TRIQK	98	70	148
	TRIT1	73	51	134
	TRMO	52	44	103
	TRMT1	41	58	68
	TRMT10A	128	95	208
	TRMT10B	87	76	115
	TRMT10C	241	158	419
	TRMT11	90	78	157
	TRMT112	1321	961	1914
	TRMT12	64	86	124
	TRMT13	198	147	247
	TRMT1L	353	296	629
	TRMT2A	40	37	74
	TRMT2B	67	64	78
	TRMT44	13	16	23
	TRMT5	104	98	175
	TRMT6	273	214	525
	TRMT61A	77	88	104
	TRMT61B	33	17	25
	TRMU	136	101	147
	TRNAU1AP	208	153	290
	TRNP1	202	216	402
	TRNT1	128	111	224
	TRO	1	0	0
	TROAP	125	73	138
	TROVE2	1023	887	1452
	TRPA1	0	0	0
	TRPC1	33	32	69
	TRPC2	0	0	0
	TRPC3	7	3	10
	TRPC4	1	0	0
	TRPC4AP	85	60	117
	TRPC5	0	0	2
	TRPC5OS	1	0	0
	TRPC6	1	3	3
	TRPC7	0	0	0
	TRPC7-AS2	0	0	0
	TRPM1	0	0	0
	TRPM2	225	169	315
	TRPM2-AS	32	18	38
	TRPM3	0	3	1
	TRPM4	68	59	79
	TRPM5	0	0	0
	TRPM6	1	0	2
	TRPM7	540	395	795
	TRPM8	1	0	0
	TRPS1	777	684	1135
	TRPT1	94	51	150
	TRPV1	10	9	17
	TRPV2	0	0	1
	TRPV3	0	0	0
	TRPV4	49	33	53
	TRPV5	0	0	0
	TRPV6	0	0	0
	TRRAP	193	142	262
	TRUB1	265	143	396
	TRUB2	165	117	271
	TRY2P	0	0	0
	TSACC	7	2	6
	TSC1	150	174	300
	TSC2	89	66	94
	TSC22D1	382	417	625
	TSC22D1-AS1	9	9	11
	TSC22D2	112	83	161
	TSC22D3	164	130	315
	TSC22D4	160	86	221
	TSEN15	454	287	699
	TSEN2	45	17	47
	TSEN34	837	760	1190
	TSEN54	355	251	399
	TSFM	281	179	607
	TSG1	2	4	6
	TSG101	299	263	510
	TSGA10	72	67	89
	TSGA10IP	0	0	0
	TSGA13	0	0	0
	TSHB	0	0	0
	TSHR	3	1	2
	TSHZ1	155	149	199
	TSHZ2	12	17	22
	TSHZ3	0	0	2
	TSIX	1	0	0
	TSKS	3	1	0
	TSKU	124	99	172
	TSL	7	4	13
	TSLP	4	0	7
	TSN	276	197	320
	TSNARE1	5	2	6
	TSNAX	380	277	580
	TSNAX-DISC1	0	0	0
	TSNAXIP1	1	8	2
	TSPAN1	835	782	1395
	TSPAN10	13	6	9
	TSPAN11	1	1	2
	TSPAN12	1	0	4
	TSPAN13	966	705	1634
	TSPAN14	140	116	254
	TSPAN15	80	58	112
	TSPAN16	4	1	0
	TSPAN17	243	175	292
	TSPAN18	1	0	2
	TSPAN19	0	0	0
	TSPAN2	0	0	0
	TSPAN3	1298	1056	2358
	TSPAN31	21	26	45
	TSPAN32	0	0	2
	TSPAN33	16	9	14
	TSPAN4	158	101	162
	TSPAN5	25	35	41
	TSPAN6	26	22	27
	TSPAN7	4	3	0
	TSPAN8	1103	919	2143
	TSPAN9	9	5	7
	TSPEAR	0	0	0
	TSPEAR-AS1	0	2	1
	TSPEAR-AS2	3	1	3
	TSPO	575	417	689
	TSPO2	0	0	0
	TSPOAP1	95	56	110
	TSPOAP1-AS1	1	4	3
	TSPY1	0	0	0
	TSPY10	0	0	0
	TSPY2	0	0	0
	TSPY26P	0	0	0
	TSPY3	0	0	0
	TSPY4	0	0	0
	TSPY8	0	0	0
