	count_sam11 sicontrol	count_sam15 siCDCA2	rpkm_sam11 siControl	rpkm_sam15 siCDCA2
PFKFB1	2	3	0.256919387	0.303750201
MSRA	34	45	3.916737279	4.085888172
MTG1	87	173	13.05250771	20.45734394
LINC00893	0	0	0	0
RSPH1	2	2	0.33890346	0.267118791
CADM1	222	235	12.23407555	10.20738472
KCNG1	50	86	5.453750504	7.393535301
NEK2	372	362	27.51328843	21.10262928
MYPN	6	12	0.225287507	0.35513669
TG	0	0	0	0
SNORD47	6	1	18.86856019	2.478654239
HIST1H3G	7	4	3.62960526	1.634744123
PKD1L2	14	21	0.41191389	0.486996829
IFIT1	439	1520	22.48357092	61.35822591
RSPRY1	385	521	21.11105324	22.51724912
ANKS1B	5	4	0.156183257	0.098481102
DMRT1	0	1	0	0.085893959
CACNA2D4	1	4	0.04532033	0.142883306
CYP27C1	2	0	0.103370981	0
STRC	0	0	0	0
F10	0	1	0	0.124255453
CT45A10	1	0	0.179900834	0
ACVR2B	52	100	1.107150195	1.678153314
FAM81A	78	70	5.44620206	3.852349004
LOC101929268	0	0	0	0
TMEFF2	0	0	0	0
CEP295	129	232	3.883254772	5.504559836
TRIM29	0	2	0	0.115810908
FOXK2	505	745	23.23907142	27.02166484
LRFN2	0	0	0	0
ASRGL1	135	164	13.51375797	12.93941535
SNORD58C	0	0	0	0
LOC105374727	5	5	2.842095333	2.240098314
TCEANC	6	2	0.426439429	0.112037791
SNORA5B	0	3	0	4.337644918
CNNM2	94	142	5.089841928	6.060287443
C11orf86	46	40	9.399780615	6.442409329
UBXN8	105	115	17.57110218	15.16826765
COX6C	548	658	144.0784954	136.355587
LINC01366	2	8	0.216009387	0.68102186
LYPLA1	922	475	80.02118051	32.4934691
NCLN	500	1218	32.43323364	62.27245283
ADAMTSL4-AS1	2	0	0.467464329	0
CWH43	0	0	0	0
MLC1	0	0	0	0
ZNF384	101	264	6.965764386	14.35092092
WARS2-IT1	0	0	0	0
EHBP1	202	181	9.063108675	6.400778974
CSPG4	49	89	1.431264125	2.049000904
SH3GL3	8	6	0.585425258	0.346067772
HIRIP3	59	72	4.687219429	4.50841834
DBF4	223	236	13.82100704	11.52856535
CENPU	81	162	7.691713064	12.12499332
SDCBP	1449	1023	89.41649106	49.75689935
SNX4	169	96	16.17500485	7.24198108
EIF2B3	85	104	9.45884853	9.121812106
PRH2	0	0	0	0
LYPD6B	1	5	0.134451151	0.529862233
DFFA	121	293	8.635346068	16.48126091
TUB	25	22	0.916943814	0.635995195
SCG2	0	0	0	0
GPR37L1	2	4	0.196947151	0.310461775
DOCK9-AS1	0	0	0	0
TMEM165	463	510	53.9527622	46.84155532
PROK2	0	1	0	0.118323854
PPP2R2D	206	376	9.495942054	13.66114554
SPG20-AS1	0	0	0	0
RNF115	290	376	36.0115341	36.80102437
KIF9-AS1	7	11	0.667332936	0.826543362
ST8SIA6	9	3	0.317592349	0.083440561
MIR593	0	0	0	0
UBE2L6	414	1533	57.51500876	167.8616322
DET1	55	110	3.566700249	5.622442796
PSMD6	249	345	32.75094192	35.76613246
ARHGEF10	216	263	9.192205419	8.821656764
SYNJ2	249	292	7.971243267	7.367803001
CDH3	838	1083	53.41373671	54.40838526
RBBP9	132	140	8.287099029	6.927636166
L3MBTL4	111	211	7.476568563	11.20186242
TTN	11	15	0.022794357	0.024499338
MRE11A	101	105	4.632846895	3.796158272
SMC2	408	384	15.68187002	11.63315056
ZAR1	0	0	0	0
CD58	33	27	4.648537079	2.997744132
ARHGEF11	91	160	3.198625858	4.432721762
ALYREF	422	825	93.15025747	143.5337379
SMC6	247	246	11.3729209	8.927679899
PLXNA2	17	19	0.359738782	0.316898641
LOC102723376	0	0	0	0
FBXO31	124	314	4.916680657	9.813149203
TMEM266	17	9	1.7159195	0.716009749
DPH3	196	239	11.67545348	11.22132201
INTS3	315	487	14.57042112	17.75492938
TCF3	427	688	22.10272874	28.0695141
TBPL1	78	128	9.998638828	12.93256547
IKZF2	14	11	0.351046009	0.217398793
PSMB10	63	163	15.16424544	30.92404508
MED4-AS1	0	0	0	0
BCR	167	242	5.837804134	6.667712297
EIF1B-AS1	1	2	0.114652709	0.180735205
C4orf3	690	302	54.9608883	18.96007423
CCNYL1	266	255	16.46918306	12.44397238
ZNF33A	89	87	2.104388291	1.621375329
ZNF296	6	31	0.833072898	3.392515865
B3GAT1	4	0	0.26493055	0
HYKK	27	36	1.526133544	1.603835096
TSSK4	2	1	0.34791167	0.137109466
CAT	303	295	31.9001723	24.4794048
PSAP	2247	4728	187.6865249	311.2690402
ETV6	80	118	3.24050214	3.76732225
PSMG4	59	202	13.71079157	36.99902882
GPKOW	115	132	15.94894048	14.4290044
LOC101930010	5	8	1.464005577	1.846252734
MTERF3	118	305	18.65097235	37.99686344
TMTC4	143	193	9.017435599	9.592521
KCTD15	88	132	4.320538112	5.1080782
REPIN1	330	727	23.84612127	41.40632218
SERTAD3	137	207	19.75823321	23.53023818
KCTD3	524	554	31.48505651	26.23683189
MCRS1	297	398	36.04888077	38.07560792
SLC35E2	18	36	0.59731909	0.941596485
CNTN2	1	1	0.02992049	0.023582896
TBCCD1	80	131	6.145850822	7.932165389
NEU4	0	0	0	0
PPM1A	665	698	14.10788833	11.67143427
EPHB1	0	2	0	0.081649787
PPIP5K2	239	170	7.576985971	4.247916206
COPS5	438	695	71.2291315	89.08339932
BCO1	2	3	0.1995439	0.235916411
BBS9	133	74	8.013308653	3.514150747
SLC5A3	715	339	14.89587572	5.566575892
LOC101927043	1	1	0.088085312	0.069427565
INSIG1	402	120	31.59458033	7.433549226
PRPS1L1	15	27	3.341488349	4.740682762
CHEK1	435	527	21.45289964	20.48499192
RLN3	0	0	0	0
DNAJB6	304	336	23.07603223	20.10274058
WWTR1	914	1139	41.23754825	40.50408286
CRACR2A	17	29	1.212872976	1.630770452
SLFN13	238	380	6.804920572	8.563634788
SPRN	6	16	0.457888161	0.96240215
KLF11	209	362	11.78040577	16.08240415
RHOU	93	49	4.733002644	1.965523842
ZNF638	270	303	9.558415357	8.454602638
ZFP36L1	1027	2596	61.55556398	122.6393943
SRM	200	675	38.04344421	101.2003567
NR1I2	0	0	0	0
SLC25A18	2	9	0.226305161	0.802667003
FAM95C	8	6	0.726348774	0.429373175
FUT10	78	86	5.324902381	4.627473462
PSD	3	4	0.154298973	0.16215495
CEP89	21	40	1.903810172	2.858201069
LOC653160	15	13	1.924853119	1.314855799
THRB-AS1	0	0	0	0
RPGR	26	19	1.101243586	0.634296161
GBP5	0	1	0	0.047113398
MRGPRF	0	0	0	0
FOXJ2	187	171	8.260014536	5.953382043
DGAT1	75	122	4.880674329	6.257586111
RPL6	863	1299	118.1302707	140.148351
ELOVL5	1658	1562	101.6402365	75.47282529
ADGRG2	53	52	2.644501481	2.045030202
POLR2J4	4	8	0.148761494	0.234503304
PSG3	0	1	0	0.100029547
ABCD1	29	44	1.916552715	2.291943384
RSPH9	15	22	3.429837427	3.964910557
RASSF8	122	125	4.179665497	3.375360363
ZCCHC14	167	208	5.851319525	5.744194225
AP2A2	225	210	11.70166828	8.608212852
MAN2A2	94	225	3.181240126	6.001772842
TRAPPC5	325	511	92.58543503	114.7383627
NR2E3	0	0	0	0
AP3S1	347	251	49.95531704	28.48094558
TMEM106A	8	27	0.581209775	1.546091258
LOC101927124	2	3	0.399252304	0.472027312
IGSF23	2	4	0.489679519	0.771916588
RFX3-AS1	1	0	0.218346729	0
CDC16	148	204	15.01998546	16.31798021
ZNF236	48	61	1.421082415	1.42343061
LINC01002	0	0	0	0
SVEP1	8	6	0.156945004	0.092776331
LOC102724323	0	0	0	0
SNORD144	0	0	0	0
NMUR2	0	0	0	0
KIF2A	428	432	23.74855902	18.89320683
RNF217-AS1	1	0	0.045328814	0
CLEC2D	3	3	0.133512142	0.105232334
KLKB1	0	1	0	0.077996067
A2M-AS1	6	8	0.63168658	0.663848266
ARNTL2-AS1	0	0	0	0
SDC4P	0	1	0	0.408686031
ZBED3-AS1	4	6	0.84814894	1.002748037
RECQL	244	266	15.63475826	13.43418791
OVOL3	0	1	0	0.306350524
SMPDL3A	28	18	3.439930303	1.742980606
DCDC2	1	1	0.050237868	0.039596759
KRT39	0	0	0	0
SIGLEC17P	0	0	0	0
THAP12	278	288	19.7005365	16.08622663
TAS1R1	1	1	0.086635607	0.068284929
MIR4754	1	0	2.720747442	0
TCEAL9	262	274	58.2574737	48.02079626
ARMC12	12	7	2.373985513	1.091498885
CRTAC1	0	0	0	0
KYAT1	59	114	5.671554117	8.637406474
LAMP2	793	550	20.45400429	11.18140254
IGFBP4	1556	1202	168.5062562	102.5981057
NUMA1	120	161	3.830927183	4.051137323
SEMA5B	2	3	0.084859479	0.100327515
LINC01619	0	0	0	0
NT5DC1	174	133	13.46548255	8.112463425
CPSF3	563	803	37.74321487	42.43014126
ALDH2	467	536	54.89438153	49.65971735
TCF15	6	4	1.184090574	0.622188676
LUNAR1	0	0	0	0
LOC105371083	0	0	0	0
POLH	91	98	2.619511833	2.223481323
BRWD3	132	146	2.49850238	2.178146717
RSF1	230	296	10.84801327	11.00379576
CS	1050	1548	85.43476092	99.276099
GNAQ	536	375	20.46201103	11.28348434
ADAMTS18	0	0	0	0
AMACR	23	27	1.661506568	1.537327614
GABARAP	683	1143	185.2027713	244.2876128
LINC01168	0	0	0	0
TMA7	31	32	12.94231413	10.53000697
FAM179A	1	0	0.068248738	0
KCMF1	547	701	17.53662753	17.71353367
CYLD	331	339	9.102839172	7.34813306
TP53I11	263	322	13.25104773	12.78729779
TPX2	806	1119	53.29603961	58.32012156
STX16	460	754	22.42548828	28.97235913
KANTR	17	22	1.698923186	1.732909732
ZFP90	232	271	11.02826721	10.15352925
SYPL1	1191	926	116.8070102	71.58080378
STRADB	38	39	3.962776852	3.205598053
DTWD1	73	72	6.427889503	4.996966945
CFAP126	99	72	30.61622697	17.55001162
ELL	64	236	3.848367875	11.18502727
KIAA1468	141	168	4.040073323	3.794091969
ALDH3A2	603	320	38.15373739	15.95872496
CFAP69	3	11	0.186171083	0.53803694
LOC105372653	0	1	0	0.333082681
MIR492	16	30	33.39952033	49.35940768
SLC6A16	6	0	0.495355995	0
NBPF1	40	73	1.628696972	2.342780473
FOXO3B	21	43	0.700520315	1.130572281
KATNB1	109	238	9.975045706	17.16697565
DZIP1L	12	16	0.743350798	0.781197754
ATG2A	141	244	5.357392069	7.307226712
SNORD116-13	1	0	2.576026834	0
WARS	892	1885	72.77449392	121.2143765
ABCC2	17	37	0.755874198	1.296673876
TRIM24	66	65	3.991426193	3.098317798
GDF15	2	8	0.346170868	1.091387427
LINC00667	53	65	3.226996652	3.119352392
MTFP1	203	336	38.46302351	50.17820224
MFSD1	268	119	26.10429123	9.135924694
PARP12	202	835	12.8855631	41.98236941
SBK2	0	0	0	0
LOC100506679	1	0	0.116304766	0
CBLC	74	144	11.26262895	17.27424148
LINC00341	11	3	0.943205293	0.202751108
EDIL3	4821	2457	245.2496606	98.51557075
LOC105376430	0	0	0	0
LOC107001062	3	4	1.212753868	1.274500009
NANP	105	116	6.692651974	5.827675615
SOX6	1	2	0.025862066	0.04076821
ANKRD33B	447	561	11.597503	11.4722412
ESYT3	24	35	0.935982692	1.075853305
TFCP2L1	58	74	1.512437896	1.520931709
A4GALT	48	65	5.109025527	5.453039325
PSMD10	250	180	38.46037522	21.82601509
KIFAP3	132	134	6.989578166	5.592555092
COX16	11	16	1.551317266	1.778510205
CCNB1IP1	395	2093	56.73065026	236.9290604
FTX	9	8	0.925007938	0.64806919
BICDL1	13	28	1.021715284	1.734494819
VWA2	4	2	0.158395109	0.062422363
TAF5	52	85	3.83656891	4.942959169
EIF4EBP1	468	1334	131.9261612	296.3939535
LRRK1	62	98	1.957122199	2.438264227
DICER1	419	850	9.471563935	15.14450335
PLSCR1	430	1644	47.11448173	141.9764175
TICAM1	157	393	13.96657017	27.55567815
SLC2A1	1588	1893	104.7762064	98.444447
STIP1	547	936	45.61093242	61.51569156
CRABP1	2	4	0.627322597	0.988893142
HIST1H2AH	0	0	0	0
BTN3A3	27	50	2.17786679	3.178820393
CDK20	24	137	2.389603839	10.7513666
PRKACB	215	124	7.853598176	3.570099664
LINC01372	0	1	0	0.389502809
CXorf40B	22	42	3.97553992	5.982065528
CSTA	1	4	0.292801115	0.923126367
GOLT1B	551	325	40.77711914	18.95731122
RAB1A	1123	1165	102.887077	84.12700661
RASSF10	5	13	0.451092627	0.92441613
THOC3	45	75	6.806117119	8.94080464
C19orf70	223	373	49.08970408	64.71766217
IGDCC3	0	6	0	0.255668287
WWC1	553	697	19.87045955	19.73985671
MTRNR2L1	580	280	90.31831703	34.36642147
RASEF	136	232	5.906012741	7.94093962
HIST1H2BB	0	0	0	0
KCNJ11	14	38	0.949860273	2.032093668
KDM6B	44	112	1.589267152	3.188531348
BLZF1	174	194	10.82288592	9.510952226
CLEC19A	0	0	0	0
SGK1	77	181	4.702467143	8.712485277
TAF1B	37	67	3.687004662	5.262295151
LY6E	1032	2823	212.4959278	458.152679
EIF5A	3094	4184	412.1019473	439.2426176
KBTBD6	138	164	6.3917789	5.987078371
SLC4A9	2	0	0.142439131	0
NPRL2	61	120	8.876765544	13.76368099
ZNF79	22	89	2.292264842	7.309043674
FDXR	130	121	12.82242277	9.406770485
TRPV6	0	0	0	0
FAM207A	48	186	10.44297671	31.89513568
FOSL1	562	1750	77.63054511	190.5297539
CSE1L-AS1	1	0	0.4263143	0
DNM1	198	294	11.79459076	13.8036346
CADPS	0	1	0	0.034382341
CRYM	9	13	1.397895254	1.591489989
LINC00520	1	1	0.117035535	0.092245711
RNF126	236	624	34.63429047	72.17841143
CLVS1	1	0	0.069343219	0
BAK1	112	387	12.36680826	33.68053701
NMNAT2	31	18	1.302088845	0.595908894
LOC105375504	0	0	0	0
EBF3	0	2	0	0.086516943
TOX	0	0	0	0
UBQLNL	0	2	0	0.163544453
FAM86EP	51	192	4.201930126	12.46833081
SLC38A10	355	528	16.70787472	19.58642696
OSBPL1A	277	226	13.78433759	8.864270666
KCTD1	84	106	4.809720473	4.783820264
MED22	170	432	10.51466381	21.06001395
LINC01353	1	0	0.268455125	0
BAZ1A	722	940	29.06080272	29.82130881
RBM43	16	11	0.989868257	0.536387363
CLDN10	7	11	0.576735508	0.714331453
LOC100507283	0	0	0	0
ZNF304	72	161	3.477173835	6.128415755
PRELID1	230	389	43.74996084	58.32139074
KCNS2	0	0	0	0
HRK	1	4	0.131672932	0.415130781
GHRLOS	1	0	0.113417575	0
ROM1	24	18	3.094524248	1.829294342
DPH7	67	187	8.774373715	19.30240259
MRPL4	449	1120	45.22620156	88.91811212
HAS1	0	0	0	0
FTO-IT1	3	0	0.834988008	0
C11orf57	201	304	12.86923612	15.34117885
ZSCAN21	17	46	2.069628396	4.413973511
MIR1180	0	0	0	0
CPNE5	23	29	1.470654876	1.461535494
BDNF-AS	2	2	0.158836682	0.125192769
FHL3	52	177	7.599045965	20.38719289
LOC104968399	12	14	2.120991437	1.950357131
SNORD23	0	0	0	0
SVBP	51	42	15.47552963	10.04507244
ANTXRL	0	0	0	0
MCL1	4551	6422	269.7696018	300.0439777
NCKAP5L	29	85	1.433112071	3.310773876
SMIM17	0	0	0	0
SNAP91	20	7	0.913588087	0.252026907
TMEM130	1	2	0.079003759	0.124539234
LOC101929128	14	33	4.754630173	8.833464825
TRIM6	98	46	6.758860494	2.500539252
TMC6	139	175	11.24945408	11.16305677
RAB29	373	484	25.85021547	26.43803268
WSCD1	183	236	7.612577494	7.737863739
LHX6	46	68	2.558277453	2.980761046
LOC100129046	0	5	0	0.610935904
ZBTB11	246	269	11.63665648	10.02937395
ANKRD23	4	6	0.375130166	0.443508233
CHRNA10	1	1	0.120650983	0.095095354
RNF224	1	0	0.161108797	0
SYT6	2	0	0.105441551	0
GSTZ1	146	191	23.24351891	23.96684279
SERINC4	2	2	0.191042621	0.150577023
UBIAD1	197	538	5.710866145	12.29267694
WDR90	28	193	1.223624369	6.647767667
ZNF407	60	69	1.607700713	1.457241338
FANCF	93	96	6.805568625	5.537084355
PDPK1	132	166	4.412997508	4.374176236
AZU1	4	3	1.055104673	0.623713648
MAOB	1	1	0.093312725	0.073547737
FER1L4	10	13	0.360712829	0.369601206
SNRNP70	392	701	47.67525704	67.19754889
PFKL	607	871	43.07823537	48.72095657
SIGLEC5	0	0	0	0
SORL1	209	186	4.612104545	3.235148638
POU3F2	1	3	0.059247987	0.140095211
LOC105372493	0	1	0	0.944833546
HERPUD2	211	302	17.55770317	19.80708786
ARMCX2	198	297	16.51567738	19.526126
TMEM115	206	397	23.81011151	36.16705557
KCNN2	0	0	0	0
RAB9B	12	3	0.764874511	0.150715749
EDEM3	377	226	13.62729347	6.438802965
EIF3L	1203	1608	139.3124182	146.7704702
PCDHAC1	20	7	0.855339182	0.235958077
ZNF658	4	6	0.219683849	0.259727434
MRLN	0	0	0	0
NKAPP1	9	6	0.900544918	0.473197627
ECSIT	215	437	28.62094684	45.8516968
NDOR1	182	446	9.036429582	17.45375105
PROZ	0	0	0	0
FUZ	23	55	3.191616054	6.015530488
LOC100240735	0	0	0	0
ARRB2	299	454	35.75398034	42.78952833
AADACL2	0	0	0	0
LRRC2	2	3	0.09431218	0.111503238
PARVG	0	0	0	0
DDO	0	0	0	0
LOC285626	0	1	0	0.120795175
ANP32D	1	4	0.611481117	1.927842186
MYO15A	3	10	0.061235739	0.160883736
ACTR1A	823	1215	69.3653282	80.71371295
GATA6	42	64	2.693367039	3.234853837
ZBTB40	72	129	1.938895642	2.738041876
HARS	220	389	23.10157629	32.19563331
CNKSR1	29	63	2.74521077	4.700528425
APTX	200	365	20.3827039	29.31926657
LOC101928718	0	0	0	0
MYLIP	132	353	10.40812144	21.93822887
CCAR2	330	646	19.0167426	29.3415562
TMSB15B	0	6	0	1.719426814
TARDBP	801	832	45.9946323	37.65532491
MRPS11	202	353	9.36324608	12.89668853
LVCAT8	0	0	0	0
CREBL2	240	202	15.2413232	10.11093313
HSF2BP	22	27	2.8052783	2.713597768
NDUFB11	258	438	55.58167507	74.37285841
ZNF529	70	101	2.135869023	2.428993701
CNPY2	426	679	64.55220184	81.09604478
FAM53A	9	35	0.633154765	1.940724339
TCAF1	75	43	3.047145835	1.376983924
RPL22	332	293	38.55762371	26.82058431
HSPA9	1803	3304	124.5265773	179.8600877
LOC654342	9	24	3.602179672	7.571162038
AVEN	54	70	8.540765649	8.72628762
DMD	0	0	0	0
LOC105371998	0	0	0	0
ASB4	0	0	0	0
P4HA2	297	335	26.58688249	23.63655678
LRRC37B	20	63	1.392446937	3.457145403
C1orf189	0	0	0	0
NDUFS1	498	669	33.75950956	35.74549714
PARP2	170	286	21.81500202	28.92682758
CAMTA2	285	537	14.00685181	20.80167934
FLJ46906	22	42	5.321901591	8.007959848
ITGA7	6	9	0.329227087	0.389238021
TOX3	3	3	0.14604736	0.11511241
SRGN	44	25	7.041934557	3.153608334
SLC6A11	37	72	0.609650335	0.93506118
F8A1	23	21	1.090750101	0.78495572
WASF2	751	1265	31.93187679	42.39390977
PBXIP1	133	116	9.854800329	6.774583739
ZC3H14	287	495	13.3389735	18.13318739
SLC43A1	23	84	2.110409251	6.075004023
SNORD5	1	0	3.317075649	0
DEFB1	3	2	1.568983946	0.824433591
NKX1-2	1	2	0.249378499	0.393113031
LRRN4	7	16	0.573612743	1.0334017
CLK2	121	218	13.44641083	19.09439654
F13B	0	0	0	0
RBP1	12	24	1.487082021	2.344192954
CRYGA	0	1	0	0.314944515
PTGIS	4	4	0.172869193	0.13625299
LOC101929552	0	1	0	0.213009349
SLC44A2	453	577	30.8905589	31.01214564
FAM63A	42	49	2.652622311	2.439218164
SPG7	282	345	16.86057267	16.25813577
CIR1	26	30	3.511327151	3.193358222
RPL7	2	3	0.578605788	0.684073034
MUSK	0	1	0	0.068505519
DMXL1	321	315	6.048010713	4.677852362
TMEM136	112	181	6.078083932	7.742044851
GCLC	1073	682	68.15929132	34.14586797
GON4L	89	107	2.546802233	2.413333996
CDH5	0	0	0	0
MIS18A	220	258	33.90976125	31.34369517
CTNNA1	1631	1858	72.39981265	65.00662645
CKS2	440	438	172.9618017	135.7063196
GSTO2	232	404	35.30986373	48.46384416
NEO1	381	452	13.01605884	12.17086373
LOC284454	1	4	0.136497476	0.430341322
LINC00621	4	10	0.829268912	1.634044318
ACPT	0	2	0	0.28337992
RASAL3	0	0	0	0
TADA3	293	399	20.75136913	22.27308984
DSCR8	1	0	0.291391724	0
DNAJB13	0	3	0	0.305370202
LRRC59	1906	2903	158.3297673	190.0706898
COMT	543	1047	51.50237432	78.27129889
RNU4ATAC	0	0	0	0
FAM186B	2	4	0.143707135	0.226535758
SCRN3	140	103	11.10400037	6.438980271
NFE2L1	749	1177	37.0667781	45.91006642
RGS5	30	33	0.978501572	0.84836482
BEST3	7	30	0.314592735	1.062674701
AFTPH	385	336	22.61130515	15.55366055
FAU	1448	2759	609.788112	915.7786825
AMZ2	326	322	39.86856884	31.03825919
ANKRD54	47	121	5.422051716	11.00220178
NKX6-1	10	29	2.169771706	4.959529494
DNASE2B	0	0	0	0
FBXO28	807	901	35.84887976	31.54679786
ENOPH1	364	528	40.22881522	45.99368632
TNS1	9	6	0.212078503	0.111438133
LOC388692	7	5	0.734731537	0.413646243
MSTO1	9	23	0.778050233	1.567189096
MFSD2B	2	8	0.321149234	1.01250067
SGSM2	86	154	4.278734523	6.039014169
SLC9A7P1	27	15	1.978201544	0.866216534
ATP5L2	0	1	0	0.238869057
IFT88	31	48	2.064505554	2.519556124
MED14OS	6	4	1.607167184	0.844497241
CTNNAL1	1636	1534	152.7184698	112.8657214
TNNC2	2	0	0.711149845	0
OPTN	273	327	18.37809302	17.35057967
DLGAP1-AS3	0	1	0	0.151714131
BIRC2	887	788	50.35966362	35.26256145
ADSS	396	568	34.46801684	38.96708188
GALNT4	2	3	0.089783657	0.106149264
TTC1	301	400	49.18090637	51.513192
SOSTDC1	0	2	0	0.204233683
SLC2A4	16	13	1.230341174	0.787911366
CTCFL	0	0	0	0
PDE2A	5	13	0.257822106	0.528350275
CAPN13	0	0	0	0
ASPN	0	0	0	0
ZNF81	38	26	1.170831893	0.631411857
MRPL38	267	539	41.04960094	65.31529325
MANEA	186	108	9.757203891	4.465443815
FZD2	232	309	14.71013176	15.4424248
EDNRB-AS1	1	0	0.099607784	0
CCND1	1829	2470	103.2608975	109.9126252
ATP6V0E2-AS1	5	11	0.394503947	0.684073034
ZNF777	39	174	3.074125772	10.81022444
LOC101929243	13	21	3.366743092	4.286613801
ADGRG6	2848	2283	99.0710093	62.59518852
ITPKC	46	108	3.290617438	6.089361492
S1PR5	38	29	3.665963287	2.205113512
ADCY1	200	240	3.745209533	3.542303792
EIF2S3	706	583	49.33779071	32.11234269
KIAA1456	7	12	0.169367072	0.228844576
MGC2889	0	0	0	0
R3HDM2	64	109	3.430900472	4.605566753
SNX7	355	331	45.31471557	33.30177152
N4BP2	112	95	2.779584965	1.858292073
CCDC173	0	0	0	0
FOXP2	1	3	0.034206318	0.08088277
BAZ2B	23	32	0.503650752	0.552306389
MRPL19	811	557	25.09017882	13.58208786
MIR6753	0	0	0	0
SH3BP5L	114	170	6.283793205	7.385746411
GOT1	521	984	59.3128059	88.29462828
GRM3	0	0	0	0
ACTR3	1395	637	57.43825858	20.67259169
KCNIP4	0	0	0	0
CRYBG3	74	97	1.666559027	1.721825568
SMAP2	110	227	8.17811405	13.30193351
MIR32	0	0	0	0
CSMD2	0	0	0	0
APAF1	131	144	4.411235493	3.821904909
CDYL2	18	27	0.537108737	0.635011973
JRK	165	187	4.377580387	3.910391408
RPTOR	180	419	6.35740578	11.66406384
SMAD5	672	594	22.9283448	15.97417043
HOXD10	0	0	0	0
HIST1H4A	0	0	0	0
BLCAP	313	684	27.46081939	47.29918893
LOC101929897	0	1	0	0.294986671
TTLL1	13	5	1.677987628	0.508679042
WFIKKN1	4	6	0.497220785	0.587853315
C4orf17	0	0	0	0
SPNS1	139	401	15.20938392	34.58355487
APMAP	420	320	45.79087771	27.49844234
GNAI1	231	246	15.38389622	12.91272513
TCTEX1D4	1	1	0.190967289	0.150517647
NUP50	330	407	14.52615022	14.12080443
AKAP8L	43	176	4.430766154	14.29392436
GLT8D1	228	234	21.44887611	17.35057967
SNORA64	2	0	3.6141272	0
FAM72B	35	46	3.569978215	3.698143771
CYP2R1	59	57	8.829817565	6.723617709
SLC47A2	4	0	0.292447491	0
WARS2	121	130	10.33500148	8.751791509
DENND1A	208	366	9.391474297	13.02506689
MAB21L1	0	0	0	0
USE1	21	47	5.940510479	10.47926366
OBFC1	148	155	5.529653651	4.564532995
UBALD1	59	163	10.11085975	22.01669451
MTMR9	154	360	5.035862856	9.278635448
CXCL3	34	123	7.140487217	20.36022055
CYP26C1	1	3	0.154331754	0.36492615
TAF9	607	678	92.90956958	81.79558988
SPATC1	0	0	0	0
ALG9	134	181	4.86836219	5.18304638
CLCN1	2	2	0.156425402	0.123292233
ZNF483	14	13	0.650806549	0.476316547
VHLL	0	0	0	0
LINC01560	5	10	0.481979543	0.759778568
MIR5696	0	0	0	0
FRMD4B	12	19	0.447177327	0.55805958
MMP14	520	525	35.03511175	27.8796877
FOXL2NB	0	0	0	0
PROSER1	291	394	13.63216057	14.5477679
FTH1P3	8	15	2.030578804	3.000886421
TMEM191C	0	0	0	0
PRKAA1	1221	1243	57.63370445	46.2445372
KIAA0753	55	118	2.84270197	4.807054944
MEMO1	93	129	11.41390095	12.47869871
P4HA2-AS1	17	9	4.924032154	2.054673908
LPAL2	2	1	0.193562368	0.076281525
GSC	3	3	0.610966835	0.481555197
IFT74-AS1	0	1	0	0.457689152
PHLDB2	614	458	22.44534492	13.19628931
MYLK4	2	2	0.084078654	0.066269575
TUSC3	700	732	43.6412373	35.9698423
JUN	395	1273	28.78359204	73.11470573
ANKRD34B	17	7	1.046122206	0.33951579
ATP6AP1	245	406	28.25042761	36.89889943
ELF2	100	101	5.643125667	4.49230809
ZNF521	0	0	0	0
FGL2	1	0	0.056735361	0
APOL1	10	46	0.792364275	2.872838126
PHLDA3	192	321	16.46321965	21.69436856
SNRPB	948	1759	199.0935847	291.1677069
FICD	16	64	2.346665268	7.398430096
CENPE	107	68	3.007507591	1.506469367
GPAT4	474	545	18.18977046	16.48442554
OXGR1	0	1	0	0.083525766
CCL28	68	47	3.926076185	2.138829206
LRRC4	1	0	0.065321425	0
MIR4292	0	1	0	2.848602633
C1orf198	386	474	22.62065771	21.89397928
LINC01260	9	27	1.883594383	4.453865309
ADGRG7	0	0	0	0
HP09053	1	0	0.119993321	0
PLAU	4073	5110	366.2320036	362.1522775
SUCLG2	524	464	47.64730669	33.25473475
RBM33	148	249	3.470962258	4.602734888
SNX9	221	211	12.47130772	9.384920861
DDI2	22	57	1.98776996	4.059258751
MAD2L1BP	303	754	45.04014505	88.33990656
MIR302D	0	0	0	0
PHLDB1	91	135	3.792003706	4.4339375
TUBA1B	3400	4536	470.1874221	494.4172035
SBDSP1	139	342	18.74073865	36.34347479
IFNGR2	418	508	44.43250498	42.56147463
RIPK4	40	79	2.501513661	3.894022142
SLC25A13	198	310	15.01566283	18.52974528
ZNF668	65	140	3.999879023	6.790315805
AGK	104	234	8.609654129	15.26851011
REEP6	100	202	14.99359272	23.87181921
MMEL1	0	0	0	0
C20orf85	0	0	0	0
FCER1G	3	2	1.229170164	0.645876062
GNG4	346	358	15.77234502	12.862685
TRIM59	254	122	15.86821896	6.007347244
SLC6A17	51	81	1.929002287	2.414771397
TAPT1	168	218	8.866742755	9.06858981
PPA1	928	1005	172.5898408	147.320014
AURKAPS1	55	60	8.664969896	7.450476632
ZNF496	158	478	5.696716875	13.58388146
LINC01098	0	0	0	0
PGBD1	67	106	5.175061244	6.453198053
